Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Kostas Antetokounmpo (11721179),Kostas Antetokounmpo,11721179,SF/PF/F/UTIL,3000,DAL@HOU 11/28/2018 08:00PM ET,DAL,0
PG/SG,Daryl Macon (11721183),Daryl Macon,11721183,PG/SG/G/UTIL,3000,DAL@HOU 11/28/2018 08:00PM ET,DAL,0
C,Salah Mejri (11721187),Salah Mejri,11721187,C/UTIL,3000,DAL@HOU 11/28/2018 08:00PM ET,DAL,6.1
SG/SF,Ryan Broekhoff (11721189),Ryan Broekhoff,11721189,SG/SF/F/G/UTIL,3000,DAL@HOU 11/28/2018 08:00PM ET,DAL,2.34
PF,Ray Spalding (11721194),Ray Spalding,11721194,PF/F/UTIL,3000,DAL@HOU 11/28/2018 08:00PM ET,DAL,0
PF/C,Patrick Patterson (11721197),Patrick Patterson,11721197,PF/C/F/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,OKC,10.34
SG/SF,Andre Roberson (11721201),Andre Roberson,11721201,SG/SF/F/G/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,OKC,0
SG/SF,Alex Abrines (11721206),Alex Abrines,11721206,SG/SF/F/G/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,OKC,10.98
PG/SG,Deonte Burton (11721211),Deonte Burton,11721211,PG/SG/G/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,OKC,6.85
PF,Abdel Nader (11721215),Abdel Nader,11721215,PF/F/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,OKC,2.32
