Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Tyler Davis (11721218),Tyler Davis,11721218,PF/C/F/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,OKC,0
SG/SF,Terrance Ferguson (11721222),Terrance Ferguson,11721222,SG/SF/F/G/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,OKC,9
PF,Billy Preston (11721227),Billy Preston,11721227,PF/F/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,CLE,0
PF/C,Channing Frye (11721230),Channing Frye,11721230,PF/C/F/UTIL,3000,CLE@OKC 11/28/2018 08:00PM ET,CLE,7.92
C,Ian Mahinmi (11721234),Ian Mahinmi,11721234,C/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,WAS,11.46
SF/PF,Okaro White (11721236),Okaro White,11721236,SF/PF/F/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,WAS,2.5
PG/SG,Jordan McRae (11721240),Jordan McRae,11721240,PG/SG/G/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,WAS,4
SG,Devin Robinson (11721244),Devin Robinson,11721244,SG/G/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,WAS,0
SG/SF,Troy Brown (11721247),Troy Brown,11721247,SG/SF/F/G/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,WAS,5.19
SF/PF,Solomon Hill (11721252),Solomon Hill,11721252,SF/PF/F/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,NO,9.92
PG/SG,Tim Frazier (11721256),Tim Frazier,11721256,PG/SG/G/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,NO,7.69
SG/SF,Kenrich Williams (11721260),Kenrich Williams,11721260,SG/SF/F/G/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,NO,2.25
SG/SF,Trevon Bluiett (11721265),Trevon Bluiett,11721265,SG/SF/F/G/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,NO,0
C,Jahlil Okafor (11721270),Jahlil Okafor,11721270,C/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,NO,6.38
PG/SG,Frank Jackson (11721272),Frank Jackson,11721272,PG/SG/G/UTIL,3000,WAS@NO 11/28/2018 08:00PM ET,NO,6.28
PG/SG,Markelle Fultz (11721276),Markelle Fultz,11721276,PG/SG/G/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,PHI,19.18
SG/SF,Zhaire Smith (11721280),Zhaire Smith,11721280,SG/SF/F/G/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,PHI,0
PF/C,Amir Johnson (11721285),Amir Johnson,11721285,PF/C/F/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,PHI,10.75
PG/SG,Shake Milton (11721289),Shake Milton,11721289,PG/SG/G/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,PHI,0
C,Justin Patton (11721293),Justin Patton,11721293,C/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,PHI,0
PF,Jonah Bolden (11721295),Jonah Bolden,11721295,PF/F/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,PHI,5.29
PG,Demetrius Jackson (11721298),Demetrius Jackson,11721298,PG/G/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,PHI,0
PF/C,Kristaps Porzingis (11721301),Kristaps Porzingis,11721301,PF/C/F/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,NY,0
PG/SG,Ron Baker (11721305),Ron Baker,11721305,PG/SG/G/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,NY,4.06
SG/SF,Damyean Dotson (11721309),Damyean Dotson,11721309,SG/SF/F/G/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,NY,19.86
PF/C,Isaiah Hicks (11721314),Isaiah Hicks,11721314,PF/C/F/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,NY,0
PF/C,Luke Kornet (11721318),Luke Kornet,11721318,PF/C/F/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,NY,0.62
SF/PF,Lance Thomas (11721322),Lance Thomas,11721322,SF/PF/F/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,NY,9.23
SG/SF,Courtney Lee (11721326),Courtney Lee,11721326,SG/SF/F/G/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,NY,0
SG/SF,Furkan Korkmaz (11721354),Furkan Korkmaz,11721354,SG/SF/F/G/UTIL,3000,NY@PHI 11/28/2018 07:00PM ET,PHI,8.62
