Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF,Ray Spalding (11676798),Ray Spalding,11676798,PF/F/UTIL,3000,BKN@DAL 11/21/2018 08:30PM ET,DAL,0
C,Salah Mejri (11676801),Salah Mejri,11676801,C/UTIL,3000,BKN@DAL 11/21/2018 08:30PM ET,DAL,3.5
PF,Rodions Kurucs (11676898),Rodions Kurucs,11676898,PF/F/UTIL,3000,BKN@DAL 11/21/2018 08:30PM ET,BKN,10.89
PF/C,Kenneth Faried (11676930),Kenneth Faried,11676930,PF/C/F/UTIL,3000,BKN@DAL 11/21/2018 08:30PM ET,BKN,6.5
SG/SF,Ryan Broekhoff (11676941),Ryan Broekhoff,11676941,SG/SF/F/G/UTIL,3000,BKN@DAL 11/21/2018 08:30PM ET,DAL,2.5
SF,Dzanan Musa (11676984),Dzanan Musa,11676984,SF/F/UTIL,3000,BKN@DAL 11/21/2018 08:30PM ET,BKN,2.96
SG/SF,Treveon Graham (11677108),Treveon Graham,11677108,SG/SF/F/G/UTIL,3000,BKN@DAL 11/21/2018 08:30PM ET,BKN,3.75
SF,Vincent Edwards (11676803),Vincent Edwards,11676803,SF/F/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,HOU,4.75
SG,Khyri Thomas (11676806),Khyri Thomas,11676806,SG/G/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,DET,2.88
PG,Keenan Evans (11676809),Keenan Evans,11676809,PG/G/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,DET,0
SG,Bruce Brown Jr. (11676812),Bruce Brown Jr.,11676812,SG/G/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,DET,6.75
PG,Jose Calderon (11676815),Jose Calderon,11676815,PG/G/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,DET,5.96
PG,Zach Lofton (11676818),Zach Lofton,11676818,PG/G/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,DET,1.5
PG/SG,Brandon Knight (11677113),Brandon Knight,11677113,PG/SG/G/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,HOU,0
C,Zhou Qi (11677117),Zhou Qi,11677117,C/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,HOU,2
PF/C,Marquese Chriss (11677119),Marquese Chriss,11677119,PF/C/F/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,HOU,3.5
PF,Henry Ellenson (11677123),Henry Ellenson,11677123,PF/F/UTIL,3000,DET@HOU 11/21/2018 08:00PM ET,DET,11.25
PG,Jordan Loyd (11676821),Jordan Loyd,11676821,PG/G/UTIL,3000,TOR@ATL 11/21/2018 07:30PM ET,TOR,8.38
PG,Jaylen Adams (11676824),Jaylen Adams,11676824,PG/G/UTIL,3000,TOR@ATL 11/21/2018 07:30PM ET,ATL,2.38
PG,Tyler Dorsey (11676901),Tyler Dorsey,11676901,PG/G/UTIL,3000,TOR@ATL 11/21/2018 07:30PM ET,ATL,7.03
SF/PF,Justin Anderson (11676904),Justin Anderson,11676904,SF/PF/F/UTIL,3000,TOR@ATL 11/21/2018 07:30PM ET,ATL,0
C,Miles Plumlee (11676982),Miles Plumlee,11676982,C/UTIL,3000,TOR@ATL 11/21/2018 07:30PM ET,ATL,12.48
PF,Chris Boucher (11677126),Chris Boucher,11677126,PF/F/UTIL,3000,TOR@ATL 11/21/2018 07:30PM ET,TOR,10.12
SG,Daniel Hamilton (11677129),Daniel Hamilton,11677129,SG/G/UTIL,3000,TOR@ATL 11/21/2018 07:30PM ET,ATL,0.5
PG,Demetrius Jackson (11676827),Demetrius Jackson,11676827,PG/G/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,PHI,0
SF,Zhaire Smith (11676830),Zhaire Smith,11676830,SF/F/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,PHI,0
C,Justin Patton (11676833),Justin Patton,11676833,C/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,PHI,0
PG,Shake Milton (11676835),Shake Milton,11676835,PG/G/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,PHI,0
PF/C,Amir Johnson (11676890),Amir Johnson,11676890,PF/C/F/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,PHI,10.88
PG,Frank Jackson (11676946),Frank Jackson,11676946,PG/G/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,NO,7.02
PG/SG,Tim Frazier (11676955),Tim Frazier,11676955,PG/SG/G/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,NO,7.89
C,Jahlil Okafor (11676980),Jahlil Okafor,11676980,C/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,NO,6.38
PF,Jonah Bolden (11677132),Jonah Bolden,11677132,PF/F/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,PHI,5.29
SF/PF,Solomon Hill (11677135),Solomon Hill,11677135,SF/PF/F/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,NO,10.16
PG,Trevon Bluiett (11677139),Trevon Bluiett,11677139,PG/G/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,NO,0
SF,Kenrich Williams (11677142),Kenrich Williams,11677142,SF/F/UTIL,3000,NO@PHI 11/21/2018 07:00PM ET,NO,2.25
SF,D.J. Stephens (11676838),D.J. Stephens,11676838,SF/F/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,MEM,0
PG,Jevon Carter (11676841),Jevon Carter,11676841,PG/G/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,MEM,0
SG,Wayne Selden Jr. (11676849),Wayne Selden Jr.,11676849,SG/G/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,MEM,10.20
SF/PF,Omri Casspi (11676880),Omri Casspi,11676880,SF/PF/F/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,MEM,10.35
PF,Chimezie Metu (11676959),Chimezie Metu,11676959,PF/F/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,SA,5.14
SF,Quincy Pondexter (11676965),Quincy Pondexter,11676965,SF/F/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,SA,5.71
PF,Ivan Rabb (11677145),Ivan Rabb,11677145,PF/F/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,MEM,6.12
PG/SG,Yuta Watanabe (11677148),Yuta Watanabe,11677148,PG/SG/G/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,MEM,4.25
PG,Dejounte Murray (11677152),Dejounte Murray,11677152,PG/G/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,SA,0
SG,Lonnie Walker IV (11677155),Lonnie Walker IV,11677155,SG/G/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,SA,0
SF/PF,Chandler Parsons (11677169),Chandler Parsons,11677169,SF/PF/F/UTIL,3000,MEM@SA 11/21/2018 08:30PM ET,MEM,9.83
