Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Alex Len (11707717),Alex Len,11707717,C/UTIL,3700,ATL@MIA 11/27/2018 07:30PM ET,ATL,21.32
SF/PF,Stanley Johnson (11707722),Stanley Johnson,11707722,SF/PF/F/UTIL,3700,NY@DET 11/27/2018 07:00PM ET,DET,18.42
SG/SF,Kentavious Caldwell-Pope (11707726),Kentavious Caldwell-Pope,11707726,SG/SF/F/G/UTIL,3600,LAL@DEN 11/27/2018 09:00PM ET,LAL,13.97
PG,Shelvin Mack (11707731),Shelvin Mack,11707731,PG/G/UTIL,3600,TOR@MEM 11/27/2018 08:00PM ET,MEM,20.32
SF,Mikal Bridges (11707734),Mikal Bridges,11707734,SF/F/UTIL,3600,IND@PHO 11/27/2018 09:00PM ET,PHO,15.60
PF/C,Kyle O'Quinn (11707737),Kyle O'Quinn,11707737,PF/C/F/UTIL,3600,IND@PHO 11/27/2018 09:00PM ET,IND,7.83
PG,Aaron Holiday (11707741),Aaron Holiday,11707741,PG/G/UTIL,3600,IND@PHO 11/27/2018 09:00PM ET,IND,12.52
PF/C,Mason Plumlee (11707747),Mason Plumlee,11707747,PF/C/F/UTIL,3500,LAL@DEN 11/27/2018 09:00PM ET,DEN,19.39
PG/SG,Delon Wright (11707759),Delon Wright,11707759,PG/SG/G/UTIL,3500,TOR@MEM 11/27/2018 08:00PM ET,TOR,13.09
PF/C,Kelly Olynyk (11707755),Kelly Olynyk,11707755,PF/C/F/UTIL,3500,ATL@MIA 11/27/2018 07:30PM ET,MIA,16.88
PG,Ish Smith (11707744),Ish Smith,11707744,PG/G/UTIL,3500,NY@DET 11/27/2018 07:00PM ET,DET,18.93
SF,Kevin Knox (11707763),Kevin Knox,11707763,SF/F/UTIL,3500,NY@DET 11/27/2018 07:00PM ET,NY,13.12
PG/SG,Langston Galloway (11707766),Langston Galloway,11707766,PG/SG/G/UTIL,3500,NY@DET 11/27/2018 07:00PM ET,DET,16.42
PG/SG,Jamal Crawford (11707751),Jamal Crawford,11707751,PG/SG/G/UTIL,3500,IND@PHO 11/27/2018 09:00PM ET,PHO,11.07
SG,Josh Hart (11707770),Josh Hart,11707770,SG/G/UTIL,3400,LAL@DEN 11/27/2018 09:00PM ET,LAL,20.04
SG/SF,Lance Stephenson (11707776),Lance Stephenson,11707776,SG/SF/F/G/UTIL,3400,LAL@DEN 11/27/2018 09:00PM ET,LAL,17.42
PF,Omari Spellman (11707787),Omari Spellman,11707787,PF/F/UTIL,3400,ATL@MIA 11/27/2018 07:30PM ET,ATL,16.81
PG,Frank Ntilikina (11707781),Frank Ntilikina,11707781,PG/G/UTIL,3400,NY@DET 11/27/2018 07:00PM ET,NY,15.62
PG,Isaiah Canaan (11707773),Isaiah Canaan,11707773,PG/G/UTIL,3400,IND@PHO 11/27/2018 09:00PM ET,PHO,16.92
SF,Josh Jackson (11707784),Josh Jackson,11707784,SF/F/UTIL,3400,IND@PHO 11/27/2018 09:00PM ET,PHO,14.13
C,Greg Monroe (11707797),Greg Monroe,11707797,C/UTIL,3300,TOR@MEM 11/27/2018 08:00PM ET,TOR,8.25
PG,Lorenzo Brown (11707799),Lorenzo Brown,11707799,PG/G/UTIL,3300,TOR@MEM 11/27/2018 08:00PM ET,TOR,7.29
SG,Malachi Richardson (11707802),Malachi Richardson,11707802,SG/G/UTIL,3300,TOR@MEM 11/27/2018 08:00PM ET,TOR,2.64
SG,Kevin Huerter (11707790),Kevin Huerter,11707790,SG/G/UTIL,3300,ATL@MIA 11/27/2018 07:30PM ET,ATL,14.05
PF/C,Richaun Holmes (11707793),Richaun Holmes,11707793,PF/C/F/UTIL,3300,IND@PHO 11/27/2018 09:00PM ET,PHO,12.67
SG/SF,Vince Carter (11707817),Vince Carter,11707817,SG/SF/F/G/UTIL,3200,ATL@MIA 11/27/2018 07:30PM ET,ATL,13.75
SF,Alex Poythress (11707826),Alex Poythress,11707826,SF/F/UTIL,3200,ATL@MIA 11/27/2018 07:30PM ET,ATL,12.10
SF/PF,Glenn Robinson III (11707805),Glenn Robinson III,11707805,SF/PF/F/UTIL,3200,NY@DET 11/27/2018 07:00PM ET,DET,10
SF/PF,Mario Hezonja (11707809),Mario Hezonja,11707809,SF/PF/F/UTIL,3200,NY@DET 11/27/2018 07:00PM ET,NY,15.53
C,Mitchell Robinson (11707813),Mitchell Robinson,11707813,C/UTIL,3200,NY@DET 11/27/2018 07:00PM ET,NY,15.66
C,Zaza Pachulia (11707815),Zaza Pachulia,11707815,C/UTIL,3200,NY@DET 11/27/2018 07:00PM ET,DET,11.82
SF/PF,Doug McDermott (11707822),Doug McDermott,11707822,SF/PF/F/UTIL,3200,IND@PHO 11/27/2018 09:00PM ET,IND,10.55
C,Tyson Chandler (11707835),Tyson Chandler,11707835,C/UTIL,3100,LAL@DEN 11/27/2018 09:00PM ET,LAL,12.58
SG/SF,C.J. Miles (11707837),C.J. Miles,11707837,SG/SF/F/G/UTIL,3100,TOR@MEM 11/27/2018 08:00PM ET,TOR,10.6
SG/SF,Norman Powell (11707842),Norman Powell,11707842,SG/SF/F/G/UTIL,3100,TOR@MEM 11/27/2018 08:00PM ET,TOR,11
SG,Bruce Brown Jr. (11707829),Bruce Brown Jr.,11707829,SG/G/UTIL,3100,NY@DET 11/27/2018 07:00PM ET,DET,7.68
PF,TJ Leaf (11707832),TJ Leaf,11707832,PF/F/UTIL,3100,IND@PHO 11/27/2018 09:00PM ET,IND,4.67
C,Isaac Bonga (11707847),Isaac Bonga,11707847,C/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,LAL,0
PG,DeVaughn Akoon-Purcell (11707849),DeVaughn Akoon-Purcell,11707849,PG/G/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,DEN,2.95
C,Thomas Welsh (11707852),Thomas Welsh,11707852,C/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,DEN,3.92
SF/PF,Jarred Vanderbilt (11707854),Jarred Vanderbilt,11707854,SF/PF/F/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,DEN,0
PF,Tyler Lydon (11707858),Tyler Lydon,11707858,PF/F/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,DEN,2.83
SF/PF,Michael Porter Jr. (11707861),Michael Porter Jr.,11707861,SF/PF/F/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,DEN,0
SG/SF,Torrey Craig (11707914),Torrey Craig,11707914,SG/SF/F/G/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,DEN,10.42
SG,Malik Beasley (11707919),Malik Beasley,11707919,SG/G/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,DEN,11.96
SG,Sviatoslav Mykhailiuk (11707950),Sviatoslav Mykhailiuk,11707950,SG/G/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,LAL,5
SF/PF,Michael Beasley (11707959),Michael Beasley,11707959,SF/PF/F/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,LAL,4
C,Ivica Zubac (11707963),Ivica Zubac,11707963,C/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,LAL,8.65
PF,Johnathan Williams (11707981),Johnathan Williams,11707981,PF/F/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,LAL,10.38
SG,Alex Caruso (11707984),Alex Caruso,11707984,SG/G/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,LAL,0
C,Moritz Wagner (11707987),Moritz Wagner,11707987,C/UTIL,3000,LAL@DEN 11/27/2018 09:00PM ET,LAL,0
SF,D.J. Stephens (11707865),D.J. Stephens,11707865,SF/F/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,0
SG,Wayne Selden Jr. (11707868),Wayne Selden Jr.,11707868,SG/G/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,10.22
PG/SG,Yuta Watanabe (11707871),Yuta Watanabe,11707871,PG/SG/G/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,4.25
PG,Jordan Loyd (11707875),Jordan Loyd,11707875,PG/G/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,TOR,6.75
SF/PF,Omri Casspi (11707922),Omri Casspi,11707922,SF/PF/F/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,11
SG,MarShon Brooks (11707935),MarShon Brooks,11707935,SG/G/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,11.71
PF,Ivan Rabb (11707941),Ivan Rabb,11707941,PF/F/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,6.12
SF/PF,Chandler Parsons (11707989),Chandler Parsons,11707989,SF/PF/F/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,9.83
PG,Jevon Carter (11707993),Jevon Carter,11707993,PG/G/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,0
SG,Dillon Brooks (11707996),Dillon Brooks,11707996,SG/G/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,MEM,12.89
PF,Chris Boucher (11707999),Chris Boucher,11707999,PF/F/UTIL,3000,TOR@MEM 11/27/2018 08:00PM ET,TOR,9.42
PF,Udonis Haslem (11707878),Udonis Haslem,11707878,PF/F/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,MIA,1.12
PF,Yante Maten (11707881),Yante Maten,11707881,PF/F/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,MIA,0
SF/PF,Justin Anderson (11707926),Justin Anderson,11707926,SF/PF/F/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,ATL,9.17
SF,Derrick Jones Jr. (11707938),Derrick Jones Jr.,11707938,SF/F/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,MIA,11.12
C,Miles Plumlee (11707944),Miles Plumlee,11707944,C/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,ATL,11.60
SF,Duncan Robinson (11707975),Duncan Robinson,11707975,SF/F/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,MIA,3.81
SG,Daniel Hamilton (11708002),Daniel Hamilton,11708002,SG/G/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,ATL,0.5
PG,Tyler Dorsey (11708005),Tyler Dorsey,11708005,PG/G/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,ATL,6.52
PG,Jaylen Adams (11708008),Jaylen Adams,11708008,PG/G/UTIL,3000,ATL@MIA 11/27/2018 07:30PM ET,ATL,2.38
PF,Isaiah Hicks (11707884),Isaiah Hicks,11707884,PF/F/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,NY,0
PF/C,Kristaps Porzingis (11707887),Kristaps Porzingis,11707887,PF/C/F/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,NY,0
SG/SF,Courtney Lee (11707891),Courtney Lee,11707891,SG/SF/F/G/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,NY,0
SG,Khyri Thomas (11707896),Khyri Thomas,11707896,SG/G/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,DET,2.88
PG,Keenan Evans (11707899),Keenan Evans,11707899,PG/G/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,DET,0
PG,Zach Lofton (11707902),Zach Lofton,11707902,PG/G/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,DET,1.5
PG,Jose Calderon (11707905),Jose Calderon,11707905,PG/G/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,DET,5.96
SG/SF,Luke Kennard (11707930),Luke Kennard,11707930,SG/SF/F/G/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,DET,10.58
PF/C,Jon Leuer (11707946),Jon Leuer,11707946,PF/C/F/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,DET,6.03
PF,Henry Ellenson (11707965),Henry Ellenson,11707965,PF/F/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,DET,11.25
SG,Damyean Dotson (11708011),Damyean Dotson,11708011,SG/G/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,NY,19.73
PF,Luke Kornet (11708014),Luke Kornet,11708014,PF/F/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,NY,0.62
PG/SG,Ron Baker (11708017),Ron Baker,11708017,PG/SG/G/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,NY,4.06
SF/PF,Lance Thomas (11708021),Lance Thomas,11708021,SF/PF/F/UTIL,3000,NY@DET 11/27/2018 07:00PM ET,NY,9.23
SF,George King (11707908),George King,11707908,SF/F/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,PHO,0
SG,Davon Reed (11707911),Davon Reed,11707911,SG/G/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,IND,0
PF,Dragan Bender (11707953),Dragan Bender,11707953,PF/F/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,PHO,2.17
SG,De'Anthony Melton (11707956),De'Anthony Melton,11707956,SG/G/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,PHO,8
PG,Elie Okobo (11707968),Elie Okobo,11707968,PG/G/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,PHO,11.77
PF/C,Ryan Anderson (11707971),Ryan Anderson,11707971,PF/C/F/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,PHO,11.21
SG,Troy Daniels (11707978),Troy Daniels,11707978,SG/G/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,PHO,6.6
PF,Alize Johnson (11708025),Alize Johnson,11708025,PF/F/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,IND,2.33
PF/C,Ike Anigbogu (11708028),Ike Anigbogu,11708028,PF/C/F/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,IND,2.25
PG,Edmond Sumner (11708032),Edmond Sumner,11708032,PG/G/UTIL,3000,IND@PHO 11/27/2018 09:00PM ET,IND,1.54
