Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Bryn Forbes (11703475),Bryn Forbes,11703475,PG/SG/G/UTIL,3800,SA@CHI 11/26/2018 08:00PM ET,SA,20.64
PG/SG,Patty Mills (11703479),Patty Mills,11703479,PG/SG/G/UTIL,3800,SA@CHI 11/26/2018 08:00PM ET,SA,19.49
PG/SG,George Hill (11703483),George Hill,11703483,PG/SG/G/UTIL,3800,MIN@CLE 11/26/2018 07:00PM ET,CLE,21.48
SG/SF,James Ennis III (11703487),James Ennis III,11703487,SG/SF/F/G/UTIL,3800,HOU@WAS 11/26/2018 07:00PM ET,HOU,15.25
PG,D.J. Augustin (11703492),D.J. Augustin,11703492,PG/G/UTIL,3800,ORL@GS 11/26/2018 10:30PM ET,ORL,22.36
PF/C,Kevon Looney (11703495),Kevon Looney,11703495,PF/C/F/UTIL,3800,ORL@GS 11/26/2018 10:30PM ET,GS,16.69
SF/PF,Dante Cunningham (11703499),Dante Cunningham,11703499,SF/PF/F/UTIL,3700,SA@CHI 11/26/2018 08:00PM ET,SA,14.92
SG/SF,David Nwaba (11703503),David Nwaba,11703503,SG/SF/F/G/UTIL,3700,MIN@CLE 11/26/2018 07:00PM ET,CLE,12.79
SF/PF,Marvin Williams (11703508),Marvin Williams,11703508,SF/PF/F/UTIL,3700,MIL@CHA 11/26/2018 07:00PM ET,CHA,19.47
SG/SF,Marco Belinelli (11703512),Marco Belinelli,11703512,SG/SF/F/G/UTIL,3600,SA@CHI 11/26/2018 08:00PM ET,SA,16.84
PF/C,Davis Bertans (11703517),Davis Bertans,11703517,PF/C/F/UTIL,3600,SA@CHI 11/26/2018 08:00PM ET,SA,13.38
PG,Ryan Arcidiacono (11703521),Ryan Arcidiacono,11703521,PG/G/UTIL,3600,SA@CHI 11/26/2018 08:00PM ET,CHI,18.5
SF,Miles Bridges (11703524),Miles Bridges,11703524,SF/F/UTIL,3600,MIL@CHA 11/26/2018 07:00PM ET,CHA,16.57
PG/SG,Austin Rivers (11703527),Austin Rivers,11703527,PG/SG/G/UTIL,3600,HOU@WAS 11/26/2018 07:00PM ET,WAS,14.20
SG/SF,Andre Iguodala (11703531),Andre Iguodala,11703531,SG/SF/F/G/UTIL,3600,ORL@GS 11/26/2018 10:30PM ET,GS,15.32
PG,Aaron Holiday (11703536),Aaron Holiday,11703536,PG/G/UTIL,3600,IND@UTA 11/26/2018 09:00PM ET,IND,11.81
PG,Derrick White (11703539),Derrick White,11703539,PG/G/UTIL,3500,SA@CHI 11/26/2018 08:00PM ET,SA,12.12
PG,Tony Parker (11703542),Tony Parker,11703542,PG/G/UTIL,3500,MIL@CHA 11/26/2018 07:00PM ET,CHA,18.36
PG/SG,Tomas Satoransky (11703545),Tomas Satoransky,11703545,PG/SG/G/UTIL,3500,HOU@WAS 11/26/2018 07:00PM ET,WAS,12.14
SF/PF,Carmelo Anthony (11703549),Carmelo Anthony,11703549,SF/PF/F/UTIL,3500,HOU@WAS 11/26/2018 07:00PM ET,HOU,23.75
PF,Jonathan Isaac (11703553),Jonathan Isaac,11703553,PF/F/UTIL,3500,ORL@GS 11/26/2018 10:30PM ET,ORL,18.89
C,Damian Jones (11703556),Damian Jones,11703556,C/UTIL,3500,ORL@GS 11/26/2018 10:30PM ET,GS,14.36
SF,Royce O'Neale (11703558),Royce O'Neale,11703558,SF/F/UTIL,3500,IND@UTA 11/26/2018 09:00PM ET,UTA,8.98
PG,Antonio Blakeney (11703561),Antonio Blakeney,11703561,PG/G/UTIL,3400,SA@CHI 11/26/2018 08:00PM ET,CHI,15.59
PF/C,Gorgui Dieng (11703564),Gorgui Dieng,11703564,PF/C/F/UTIL,3400,MIN@CLE 11/26/2018 07:00PM ET,MIN,14.16
SF/PF,Michael Kidd-Gilchrist (11703568),Michael Kidd-Gilchrist,11703568,SF/PF/F/UTIL,3400,MIL@CHA 11/26/2018 07:00PM ET,CHA,21.06
SG/SF,Pat Connaughton (11703572),Pat Connaughton,11703572,SG/SF/F/G/UTIL,3400,MIL@CHA 11/26/2018 07:00PM ET,MIL,17.41
C,Thomas Bryant (11703577),Thomas Bryant,11703577,C/UTIL,3400,HOU@WAS 11/26/2018 07:00PM ET,WAS,10.44
SF,Gary Clark (11703579),Gary Clark,11703579,SF/F/UTIL,3400,HOU@WAS 11/26/2018 07:00PM ET,HOU,11.34
PF,Jordan Bell (11703582),Jordan Bell,11703582,PF/F/UTIL,3400,ORL@GS 11/26/2018 10:30PM ET,GS,10.72
PG/SG,Dante Exum (11703585),Dante Exum,11703585,PG/SG/G/UTIL,3400,IND@UTA 11/26/2018 09:00PM ET,UTA,13.21
PG,Shaquille Harrison (11703589),Shaquille Harrison,11703589,PG/G/UTIL,3300,SA@CHI 11/26/2018 08:00PM ET,CHI,18.16
PG,Tyus Jones (11703592),Tyus Jones,11703592,PG/G/UTIL,3300,MIN@CLE 11/26/2018 07:00PM ET,MIN,13.46
SG,Josh Okogie (11703595),Josh Okogie,11703595,SG/G/UTIL,3300,MIN@CLE 11/26/2018 07:00PM ET,MIN,15.93
