Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Jae Crowder (11703431),Jae Crowder,11703431,SF/PF/F/UTIL,4200,IND@UTA 11/26/2018 09:00PM ET,UTA,24.24
SF/PF,Thaddeus Young (11703455),Thaddeus Young,11703455,SF/PF/F/UTIL,4100,IND@UTA 11/26/2018 09:00PM ET,IND,21.54
PG/SG,Marcus Smart (11703435),Marcus Smart,11703435,PG/SG/G/UTIL,4100,BOS@NO 11/26/2018 08:00PM ET,BOS,18.88
C,Cody Zeller (11703465),Cody Zeller,11703465,C/UTIL,4000,MIL@CHA 11/26/2018 07:00PM ET,CHA,21.88
SF/PF,Jeff Green (11703439),Jeff Green,11703439,SF/PF/F/UTIL,4000,HOU@WAS 11/26/2018 07:00PM ET,WAS,21.38
SG/SF,Terrence Ross (11703443),Terrence Ross,11703443,SG/SF/F/G/UTIL,4000,ORL@GS 11/26/2018 10:30PM ET,ORL,22.79
SF/PF,Jonas Jerebko (11703448),Jonas Jerebko,11703448,SF/PF/F/UTIL,4000,ORL@GS 11/26/2018 10:30PM ET,GS,17.14
SG,Alec Burks (11703452),Alec Burks,11703452,SG/G/UTIL,4000,IND@UTA 11/26/2018 09:00PM ET,UTA,13.64
C,Pau Gasol (11703459),Pau Gasol,11703459,C/UTIL,3900,SA@CHI 11/26/2018 08:00PM ET,SA,21.64
SF/PF,Sam Dekker (11703461),Sam Dekker,11703461,SF/PF/F/UTIL,3900,MIN@CLE 11/26/2018 07:00PM ET,CLE,14.86
SF/PF,P.J. Tucker (11703467),P.J. Tucker,11703467,SF/PF/F/UTIL,3900,HOU@WAS 11/26/2018 07:00PM ET,HOU,20.92
PG/SG,Terry Rozier (11703471),Terry Rozier,11703471,PG/SG/G/UTIL,3900,BOS@NO 11/26/2018 08:00PM ET,BOS,18.19
